Year,Frequent_Collab,Gross
1989.0,False,100047830.0
1995.0,False,100125643.0
2002.0,False,302191252.0
2003.0,False,242829261.0
2005.0,False,196397677.5
2016.0,False,330360194.0
2017.0,False,264624300.0
2018.0,False,220159104.0
2019.0,False,426829839.0
2021.0,False,224543292.0
2023.0,False,329862540.0
