Director,Actor/Actress,Movies
Agnieszka Holland,Joseph Mawle,['Mr. Jones']
Agnieszka Holland,Kate Maberly,['The Secret Garden']
Agnieszka Holland,Leonardo DiCaprio,['Total Eclipse']
Agnieszka Holland,Maggie Smith,['The Secret Garden']
Agnieszka Holland,Maja Ostaszewska,['Zielona granica']
Agnieszka Holland,Peter Sarsgaard,['Mr. Jones']
Agnieszka Holland,Romane Bohringer,['Total Eclipse']
Agnieszka Holland,Tomasz Wlosok,['Zielona granica']
Agnieszka Holland,Vanessa Kirby,['Mr. Jones']
Agnieszka Smoczynska,Andrzej Konopka,['Córki dancingu']
Agnieszka Smoczynska,Eva-Arianna Baxter,['The Silent Twins']
Agnieszka Smoczynska,Kinga Preis,['Córki dancingu']
Agnieszka Smoczynska,Leah Mondesir-Simmonds,['The Silent Twins']
Agnieszka Smoczynska,Letitia Wright,['The Silent Twins']
Agnieszka Smoczynska,Marta Mazurek,['Córki dancingu']
Agnieszka Smoczynska,Michalina Olszanska,['Córki dancingu']
Agnieszka Smoczynska,Tamara Lawrance,['The Silent Twins']
Agnieszka Wojtowicz-Vosloo,Chandler Canterbury,['After.Life']
Agnieszka Wojtowicz-Vosloo,Christina Ricci,['After.Life']
Agnieszka Wojtowicz-Vosloo,Justin Long,['After.Life']
Agnieszka Wojtowicz-Vosloo,Liam Neeson,['After.Life']
Agnès Varda,Antoine Bourseiller,['Cléo de 5 à 7']
Agnès Varda,Corinne Marchand,['Cléo de 5 à 7']
Agnès Varda,Dominique Davray,['Cléo de 5 à 7']
Agnès Varda,Dorothée Blanck,['Cléo de 5 à 7']
Agustín Díaz Yanes,Eduard Fernández,['Alatriste']
Agustín Díaz Yanes,Elena Anaya,['Alatriste']
Agustín Díaz Yanes,Unax Ugalde,['Alatriste']
Agustín Díaz Yanes,Viggo Mortensen,['Alatriste']
Aisling Walsh,Ethan Hawke,['Maudie']
Aisling Walsh,Gabrielle Rose,['Maudie']
Aisling Walsh,Sally Hawkins,['Maudie']
Aisling Walsh,Zachary Bennett,['Maudie']
Aitch Alberto,Eugenio Derbez,['Aristotle and Dante Discover the Secrets of the Universe']
Aitch Alberto,Max Pelayo,['Aristotle and Dante Discover the Secrets of the Universe']
Aitch Alberto,Reese Gonzales,['Aristotle and Dante Discover the Secrets of the Universe']
Aitch Alberto,Veronica Falcón,['Aristotle and Dante Discover the Secrets of the Universe']
Ajay Devgn,Abhishek Bachchan,['Bholaa']
Ajay Devgn,Ajay Devgn,['Bholaa']
Ajay Devgn,Makrand Deshpande,['Bholaa']
Ajay Devgn,Tabu,['Bholaa']
Ajay Singh,Indraneil Sengupta,['Chor Nikal Ke Bhaga']
Ajay Singh,Sharad Kelkar,['Chor Nikal Ke Bhaga']
Ajay Singh,Sunny Kaushal,['Chor Nikal Ke Bhaga']
Ajay Singh,Yami Gautam,['Chor Nikal Ke Bhaga']
Aki Kaurismäki,Alma Pöysti,['Kuolleet lehdet']
Aki Kaurismäki,Janne Hyytiäinen,['Kuolleet lehdet']
Aki Kaurismäki,Jussi Vatanen,['Kuolleet lehdet']
Aki Kaurismäki,Nuppu Koivu,['Kuolleet lehdet']
Akira Kurosawa,Akira Terao,"['Ran', 'Yume']"
Akira Kurosawa,Daisuke Ryû,['Ran']
Akira Kurosawa,Eijirô Tôno,['Yôjinbô']
Akira Kurosawa,Haruo Tanaka,['Ikiru']
Akira Kurosawa,Ishirô Honda,['Yume']
Akira Kurosawa,Isuzu Yamada,['Kumonosu-jô']
Akira Kurosawa,Jinpachi Nezu,"['Ran', 'Kagemusha']"
Akira Kurosawa,Kamatari Fujiwara,['Kakushi-toride no san-akunin']
Akira Kurosawa,Keiko Tsushima,['Shichinin no samurai']
Akira Kurosawa,Ken'ichi Hagiwara,['Kagemusha']
Akira Kurosawa,Kyôko Kagawa,['Tengoku to jigoku']
Akira Kurosawa,Machiko Kyô,['Rashômon']
Akira Kurosawa,Masayuki Mori,['Rashômon']
Akira Kurosawa,Mieko Harada,['Yume']
Akira Kurosawa,Minoru Chiaki,"['Kakushi-toride no san-akunin', 'Kumonosu-jô']"
Akira Kurosawa,Misa Uehara,['Kakushi-toride no san-akunin']
Akira Kurosawa,Mitsuko Baishô,['Yume']
Akira Kurosawa,Nobuo Kaneko,['Ikiru']
Akira Kurosawa,Shin'ichi Himori,['Ikiru']
Akira Kurosawa,Toshie Negishi,['Yume']
Akira Kurosawa,Tsutomu Yamazaki,['Kagemusha']
Akira Kurosawa,Yukiko Shimazaki,['Shichinin no samurai']
Akira Kurosawa,Yutaka Sada,['Tengoku to jigoku']
Akira Kurosawa,Yôko Tsukasa,['Yôjinbô']
Akiva Goldsman,Colin Farrell,"[""Winter's Tale""]"
Akiva Goldsman,Jennifer Connelly,"[""Winter's Tale""]"
Akiva Goldsman,Jessica Brown Findlay,"[""Winter's Tale""]"
Akiva Goldsman,Russell Crowe,"[""Winter's Tale""]"
Akiva Schaffer,Akiva Schaffer,['Popstar: Never Stop Never Stopping']
Akiva Schaffer,Ben Stiller,['The Watch']
Akiva Schaffer,Billy Crudup,['The Watch']
Akiva Schaffer,Ian McShane,['Hot Rod']
Akiva Schaffer,Isla Fisher,['Hot Rod']
Akiva Schaffer,John Mulaney,"[""Chip 'n Dale: Rescue Rangers""]"
Akiva Schaffer,Jonah Hill,['The Watch']
Akiva Schaffer,Kevin Durand,['The Naked Gun']
Akiva Schaffer,KiKi Layne,"[""Chip 'n Dale: Rescue Rangers""]"
Akiva Schaffer,Liam Neeson,['The Naked Gun']
Akiva Schaffer,Pamela Anderson,['The Naked Gun']
Akiva Schaffer,Paul Walter Hauser,['The Naked Gun']
Akiva Schaffer,Sarah Silverman,['Popstar: Never Stop Never Stopping']
Akiva Schaffer,Vince Vaughn,['The Watch']
Akiva Schaffer,Will Arnett,"[""Chip 'n Dale: Rescue Rangers""]"
Aku Louhimies,Adeliina Arajuuri,['Odotus']
Aku Louhimies,Aku Hirviniemi,['Odotus']
Aku Louhimies,Andrei Alén,['Odotus']
Aku Louhimies,Inka Kallén,['Odotus']
Alain Chabat,Christian Clavier,['Astérix & Obélix : Mission Cléopâtre']
Alain Chabat,Gérard Depardieu,['Astérix & Obélix : Mission Cléopâtre']
Alain Chabat,Jamel Debbouze,['Astérix & Obélix : Mission Cléopâtre']
Alain Chabat,Monica Bellucci,['Astérix & Obélix : Mission Cléopâtre']
Alain Desrochers,Antonio Banderas,['Security']
Alain Desrochers,Ben Kingsley,['Security']
Alain Desrochers,Cung Le,['Security']
Alain Desrochers,Liam McIntyre,['Security']
Alain Guiraudie,Christophe Paou,"[""L'inconnu du lac""]"
Alain Guiraudie,Jérôme Chappatte,"[""L'inconnu du lac""]"
Alain Guiraudie,Patrick d'Assumçao,"[""L'inconnu du lac""]"
Alain Guiraudie,Pierre Deladonchamps,"[""L'inconnu du lac""]"
Alain Resnais,Eiji Okada,['Hiroshima mon amour']
Alain Resnais,Emmanuelle Riva,['Hiroshima mon amour']
Alain Resnais,Pierre Barbaud,['Hiroshima mon amour']
Alain Resnais,Stella Dassas,['Hiroshima mon amour']
Alan Ball,Paul Bettany,['Uncle Frank']
Alan Ball,Peter Macdissi,['Uncle Frank']
Alan Ball,Sophia Lillis,['Uncle Frank']
Alan Ball,Steve Zahn,['Uncle Frank']
Alan Clarke,George Costigan,"['Rita, Sue and Bob Too']"
Alan Clarke,John Blundell,['Scum']
Alan Clarke,Julian Firth,['Scum']
Alan Clarke,Lesley Sharp,"['Rita, Sue and Bob Too']"
Alan Clarke,Michelle Holmes,"['Rita, Sue and Bob Too']"
Alan Clarke,Mick Ford,['Scum']
Alan Clarke,Ray Winstone,['Scum']
Alan Clarke,Siobhan Finneran,"['Rita, Sue and Bob Too']"
Alan Gibson,Christopher Lee,"['The Satanic Rites of Dracula', 'Dracula A.D. 1972']"
Alan Gibson,Christopher Neame,['Dracula A.D. 1972']
Alan Gibson,Michael Coles,['The Satanic Rites of Dracula']
Alan Gibson,Peter Cushing,"['The Satanic Rites of Dracula', 'Dracula A.D. 1972']"
Alan Gibson,Stephanie Beacham,['Dracula A.D. 1972']
Alan Gibson,William Franklyn,['The Satanic Rites of Dracula']
Alan J. Pakula,Brad Pitt,"[""The Devil's Own""]"
Alan J. Pakula,Brian Dennehy,['Presumed Innocent']
Alan J. Pakula,Charles Cioffi,['Klute']
Alan J. Pakula,Denzel Washington,['The Pelican Brief']
Alan J. Pakula,Donald Sutherland,['Klute']
Alan J. Pakula,Dustin Hoffman,"[""All the President's Men""]"
Alan J. Pakula,Greta Scacchi,['Presumed Innocent']
Alan J. Pakula,Harrison Ford,"['Presumed Innocent', ""The Devil's Own""]"
Alan J. Pakula,Jack Warden,"[""All the President's Men""]"
Alan J. Pakula,Jane Fonda,['Klute']
Alan J. Pakula,John Heard,['The Pelican Brief']
Alan J. Pakula,Julia Roberts,['The Pelican Brief']
Alan J. Pakula,Kevin Kline,"[""Sophie's Choice""]"
Alan J. Pakula,Margaret Colin,"[""The Devil's Own""]"
Alan J. Pakula,Martin Balsam,"[""All the President's Men""]"
Alan J. Pakula,Meryl Streep,"[""Sophie's Choice""]"
Alan J. Pakula,Paula Prentiss,['The Parallax View']
Alan J. Pakula,Peter MacNicol,"[""Sophie's Choice""]"
Alan J. Pakula,Raul Julia,['Presumed Innocent']
Alan J. Pakula,Rita Karin,"[""Sophie's Choice""]"
Alan J. Pakula,Robert Redford,"[""All the President's Men""]"
Alan J. Pakula,Roy Scheider,['Klute']
Alan J. Pakula,Rubén Blades,"[""The Devil's Own""]"
Alan J. Pakula,Sam Shepard,['The Pelican Brief']
Alan J. Pakula,Walter McGinn,['The Parallax View']
Alan J. Pakula,Warren Beatty,['The Parallax View']
Alan J. Pakula,William Daniels,['The Parallax View']
Alan Johnson,Jami Gertz,['Solarbabies']
Alan Johnson,Jason Patric,['Solarbabies']
Alan Johnson,Lukas Haas,['Solarbabies']
Alan Johnson,Richard Jordan,['Solarbabies']
Alan Metter,Beverly Todd,['Moving']
Alan Metter,Biff Yeager,['Girls Just Want to Have Fun']
Alan Metter,Burt Young,['Back to School']
Alan Metter,David Graf,['Police Academy: Mission to Moscow']
Alan Metter,G.W. Bailey,['Police Academy: Mission to Moscow']
Alan Metter,George Gaynes,['Police Academy: Mission to Moscow']
Alan Metter,Ian Michael Giatti,['Girls Just Want to Have Fun']
Alan Metter,Keith Gordon,['Back to School']
Alan Metter,Kristi Somers,['Girls Just Want to Have Fun']
Alan Metter,Michael Winslow,['Police Academy: Mission to Moscow']
Alan Metter,Raphael Harris,['Moving']
Alan Metter,Richard Blade,['Girls Just Want to Have Fun']
Alan Metter,Richard Pryor,['Moving']
Alan Metter,Rodney Dangerfield,['Back to School']
Alan Metter,Sally Kellerman,['Back to School']
Alan Metter,Stacey Dash,['Moving']
Alan Myerson,Bubba Smith,['Police Academy 5: Assignment: Miami Beach']
Alan Myerson,David Graf,['Police Academy 5: Assignment: Miami Beach']
Alan Myerson,Eric Brown,['Private Lessons']
Alan Myerson,Howard Hesseman,['Private Lessons']
Alan Myerson,James Fargo,['Private Lessons']
Alan Myerson,Leslie Easterbrook,['Police Academy 5: Assignment: Miami Beach']
Alan Myerson,Michael Winslow,['Police Academy 5: Assignment: Miami Beach']
Alan Myerson,Patrick Piccininni,['Private Lessons']
Alan Myerson,Sylvia Kristel,['Private Lessons']
Alan Parker,Angeline Ball,['The Commitments']
Alan Parker,Anthony Hopkins,['The Road to Wellville']
Alan Parker,Antonio Banderas,['Evita']
Alan Parker,Bo Hopkins,['Midnight Express']
Alan Parker,Bob Geldof,['Pink Floyd: The Wall']
Alan Parker,Brad Davis,['Midnight Express']
Alan Parker,Brad Dourif,['Mississippi Burning']
Alan Parker,Bridget Fonda,['The Road to Wellville']
Alan Parker,Charlotte Rampling,['Angel Heart']
Alan Parker,Christine Hargreaves,['Pink Floyd: The Wall']
Alan Parker,Ciaran Owens,"[""Angela's Ashes""]"
Alan Parker,Cleo King,['The Life of David Gale']
Alan Parker,Eddie Barth,['Fame']
Alan Parker,Eleanor David,['Pink Floyd: The Wall']
Alan Parker,Emily Watson,"[""Angela's Ashes""]"
Alan Parker,Florence Garland,['Bugsy Malone']
Alan Parker,Frances McDormand,['Mississippi Burning']
Alan Parker,Gene Hackman,['Mississippi Burning']
Alan Parker,Irene Cara,['Fame']
Alan Parker,Irene Miracle,['Midnight Express']
Alan Parker,James Laurenson,['Pink Floyd: The Wall']
Alan Parker,Jimmy Nail,['Evita']
Alan Parker,Jodie Foster,['Bugsy Malone']
Alan Parker,Joe Breen,"[""Angela's Ashes""]"
Alan Parker,John Cassisi,['Bugsy Malone']
Alan Parker,John Cusack,['The Road to Wellville']
Alan Parker,John Harkins,['Birdy']
Alan Parker,Jonathan Pryce,['Evita']
Alan Parker,Kate Winslet,['The Life of David Gale']
Alan Parker,Kevin Spacey,['The Life of David Gale']
Alan Parker,Laura Dean,['Fame']
Alan Parker,Laura Linney,['The Life of David Gale']
Alan Parker,Lee Curreri,['Fame']
Alan Parker,Lisa Bonet,['Angel Heart']
Alan Parker,Madonna,['Evita']
Alan Parker,Maria Doyle Kennedy,['The Commitments']
Alan Parker,Matthew Broderick,['The Road to Wellville']
Alan Parker,Matthew Modine,['Birdy']
Alan Parker,Michael Aherne,['The Commitments']
Alan Parker,Mickey Rourke,['Angel Heart']
Alan Parker,Nicolas Cage,['Birdy']
Alan Parker,Paolo Bonacelli,['Midnight Express']
Alan Parker,Robert Arkins,['The Commitments']
Alan Parker,Robert Carlyle,"[""Angela's Ashes""]"
Alan Parker,Robert De Niro,['Angel Heart']
Alan Parker,Sandy Baron,['Birdy']
Alan Parker,Scott Baio,['Bugsy Malone']
Alan Parker,Willem Dafoe,['Mississippi Burning']
Alan Poul,Alex O'Loughlin,['The Back-up Plan']
Alan Poul,Eric Christian Olsen,['The Back-up Plan']
Alan Poul,Jennifer Lopez,['The Back-up Plan']
Alan Poul,Michaela Watkins,['The Back-up Plan']
Alan Rickman,Alan Rickman,['A Little Chaos']
Alan Rickman,Kate Winslet,['A Little Chaos']
Alan Rickman,Matthias Schoenaerts,['A Little Chaos']
Alan Rickman,Stanley Tucci,['A Little Chaos']
Alan Roberts,Harry Hamlin,['Save Me']
Alan Roberts,Lysette Anthony,['Save Me']
Alan Roberts,Michael Ironside,['Save Me']
Alan Roberts,Steve Railsback,['Save Me']
Alan Shapiro,Alicia Silverstone,['The Crush']
Alan Shapiro,Cary Elwes,['The Crush']
Alan Shapiro,Jennifer Rubin,['The Crush']
Alan Shapiro,Kurtwood Smith,['The Crush']
Alan Taylor,Alessandro Nivola,['The Many Saints of Newark']
Alan Taylor,Arnold Schwarzenegger,['Terminator Genisys']
Alan Taylor,Chris Hemsworth,['Thor: The Dark World']
Alan Taylor,Emilia Clarke,['Terminator Genisys']
Alan Taylor,Jai Courtney,['Terminator Genisys']
Alan Taylor,Jason Clarke,['Terminator Genisys']
Alan Taylor,Jon Bernthal,['The Many Saints of Newark']
Alan Taylor,Leslie Odom Jr.,['The Many Saints of Newark']
Alan Taylor,Natalie Portman,['Thor: The Dark World']
Alan Taylor,Stellan Skarsgård,['Thor: The Dark World']
Alan Taylor,Tom Hiddleston,['Thor: The Dark World']
Alan Taylor,Vera Farmiga,['The Many Saints of Newark']
Albert Brooks,Albert Brooks,['Defending Your Life']
Albert Brooks,Lee Grant,['Defending Your Life']
Albert Brooks,Meryl Streep,['Defending Your Life']
Albert Brooks,Rip Torn,['Defending Your Life']
Albert Calleros,Chi McBride,['Beavis and Butt-Head Do the Universe']
Albert Calleros,Gary Cole,['Beavis and Butt-Head Do the Universe']
Albert Calleros,John Rice,['Beavis and Butt-Head Do the Universe']
Albert Calleros,Mike Judge,['Beavis and Butt-Head Do the Universe']
Albert Calleros,Nat Faxon,['Beavis and Butt-Head Do the Universe']
Albert Hughes,Chris Tucker,['Dead Presidents']
Albert Hughes,Denzel Washington,['The Book of Eli']
Albert Hughes,Freddy Rodríguez,['Dead Presidents']
Albert Hughes,Gary Oldman,['The Book of Eli']
Albert Hughes,Heather Graham,['From Hell']
Albert Hughes,Ian Holm,['From Hell']
Albert Hughes,Jens Hultén,['Alpha']
Albert Hughes,Johnny Depp,['From Hell']
Albert Hughes,June Kyoto Lu,['Menace II Society']
Albert Hughes,Jóhannes Haukur Jóhannesson,['Alpha']
Albert Hughes,Keith David,['Dead Presidents']
Albert Hughes,Kodi Smit-McPhee,['Alpha']
Albert Hughes,Larenz Tate,"['Dead Presidents', 'Menace II Society']"
Albert Hughes,Marcin Kowalczyk,['Alpha']
Albert Hughes,Mila Kunis,['The Book of Eli']
Albert Hughes,Ray Stevenson,['The Book of Eli']
Albert Hughes,Robbie Coltrane,['From Hell']
Albert Hughes,Toshi Toda,['Menace II Society']
Albert Hughes,Tyrin Turner,['Menace II Society']
Albert Lewin,Angela Lansbury,['The Picture of Dorian Gray']
Albert Lewin,Donna Reed,['The Picture of Dorian Gray']
Albert Lewin,George Sanders,['The Picture of Dorian Gray']
Albert Lewin,Hurd Hatfield,['The Picture of Dorian Gray']
Albert Magnoli,Apollonia Kotero,['Purple Rain']
Albert Magnoli,Morris Day,['Purple Rain']
Albert Magnoli,Olga Karlatos,['Purple Rain']
Albert Magnoli,Prince,['Purple Rain']
Albert Pintó,Anna Castillo,['Nowhere']
Albert Pintó,Mariam Torres,['Nowhere']
Albert Pintó,Tamar Novas,['Nowhere']
Albert Pintó,Tony Corvillo,['Nowhere']
Albert Pyun,Alex Daniels,['Cyborg']
Albert Pyun,Cary-Hiroyuki Tagawa,['Nemesis']
Albert Pyun,Darren McGavin,['Captain America']
Albert Pyun,Deborah Richter,['Cyborg']
Albert Pyun,Dennis Hopper,['Ticker']
Albert Pyun,George Maharis,['The Sword and the Sorcerer']
Albert Pyun,Jaime Pressly,['Ticker']
Albert Pyun,Jean-Claude Van Damme,['Cyborg']
Albert Pyun,Kathleen Beller,['The Sword and the Sorcerer']
Albert Pyun,Lee Horsley,['The Sword and the Sorcerer']
Albert Pyun,Matt Salinger,['Captain America']
Albert Pyun,Merle Kennedy,['Nemesis']
Albert Pyun,Ned Beatty,['Captain America']
Albert Pyun,Olivier Gruner,['Nemesis']
Albert Pyun,Ronny Cox,['Captain America']
Albert Pyun,Simon MacCorkindale,['The Sword and the Sorcerer']
Albert Pyun,Steven Seagal,['Ticker']
Albert Pyun,Tim Thomerson,['Nemesis']
Albert Pyun,Tom Sizemore,['Ticker']
Albert Pyun,Vincent Klyn,['Cyborg']
Albert Serra,Benoît Magimel,['Pacifiction']
Albert Serra,Marc Susini,['Pacifiction']
Albert Serra,Matahi Pambrun,['Pacifiction']
Albert Serra,Pahoa Mahagafanau,['Pacifiction']
Albert Shin,Addison Tymec,['Clifton Hill']
Albert Shin,Janet Porter,['Clifton Hill']
Albert Shin,Mikayla Radan,['Clifton Hill']
Albert Shin,Tim Beresford,['Clifton Hill']
Albertina Carri,Cristina Banegas,['Géminis']
Albertina Carri,Daniel Fanego,['Géminis']
Albertina Carri,Lucas Escariz,['Géminis']
Albertina Carri,María Abadi,['Géminis']
Alberto Corredor,Freya Allan,['Baghead']
Alberto Corredor,Jeremy Irvine,['Baghead']
Alberto Corredor,Peter Mullan,['Baghead']
Alberto Corredor,Ruby Barker,['Baghead']
Alberto Lattuada,Francisco Rabal,['Così come sei']
Alberto Lattuada,Marcello Mastroianni,['Così come sei']
Alberto Lattuada,Mónica Randall,['Così come sei']
Alberto Lattuada,Nastassja Kinski,['Così come sei']
Alberto Rodríguez,Javier Gutiérrez,['La isla mínima']
Alberto Rodríguez,María Varod,['La isla mínima']
Alberto Rodríguez,Perico Cervantes,['La isla mínima']
Alberto Rodríguez,Raúl Arévalo,['La isla mínima']
Albie Hecht,Albie Hecht,"[""Ryan's World the Movie: Titan Universe Adventure""]"
Albie Hecht,Emma Kaji,"[""Ryan's World the Movie: Titan Universe Adventure""]"
Albie Hecht,Kate Kaji,"[""Ryan's World the Movie: Titan Universe Adventure""]"
Albie Hecht,Loann Kaji,"[""Ryan's World the Movie: Titan Universe Adventure""]"
Alec Baldwin,Alec Baldwin,['The Devil and Daniel Webster']
Alec Baldwin,Anthony Hopkins,['The Devil and Daniel Webster']
Alec Baldwin,Dan Aykroyd,['The Devil and Daniel Webster']
Alec Baldwin,Jennifer Love Hewitt,['The Devil and Daniel Webster']
Alec Tibaldi,Asher Angel,['Lazareth']
Alec Tibaldi,Ashley Judd,['Lazareth']
Alec Tibaldi,Katie Douglas,['Lazareth']
Alec Tibaldi,Sarah Pidgeon,['Lazareth']
Alejandra Cárdenas,Alejandro Cuétara,['Jugaremos en el bosque']
Alejandra Cárdenas,Emilio Cortés Alonso,['Jugaremos en el bosque']
Alejandra Cárdenas,Guillermo Granillo,['Jugaremos en el bosque']
Alejandra Cárdenas,Lucía Gómez-Robledo,['Jugaremos en el bosque']
Alejandra Cárdenas,Víctor Albor,['Jugaremos en el bosque']
Alejandra Márquez Abella,Julio Cesar Cedillo,['A Million Miles Away']
Alejandra Márquez Abella,Michael Peña,['A Million Miles Away']
Alejandra Márquez Abella,Rosa Salazar,['A Million Miles Away']
Alejandra Márquez Abella,Veronica Falcón,['A Million Miles Away']
Alejandro Agresti,Christopher Plummer,['The Lake House']
Alejandro Agresti,Ebon Moss-Bachrach,['The Lake House']
Alejandro Agresti,Keanu Reeves,['The Lake House']
Alejandro Agresti,Sandra Bullock,['The Lake House']
Alejandro Amenábar,Alakina Mann,['The Others']
Alejandro Amenábar,Ana Torrent,['Tesis']
Alejandro Amenábar,Ashraf Barhom,['Agora']
Alejandro Amenábar,Belén Rueda,['Mar adentro']
Alejandro Amenábar,Chete Lera,['Abre los ojos']
Alejandro Amenábar,Christopher Eccleston,['The Others']
Alejandro Amenábar,Dale Dickey,['Regression']
Alejandro Amenábar,David Thewlis,['Regression']
Alejandro Amenábar,Eduardo Noriega,"['Abre los ojos', 'Tesis']"
Alejandro Amenábar,Emma Watson,['Regression']
Alejandro Amenábar,Ethan Hawke,['Regression']
Alejandro Amenábar,Fele Martínez,"['Abre los ojos', 'Tesis']"
Alejandro Amenábar,Fionnula Flanagan,['The Others']
Alejandro Amenábar,Javier Bardem,['Mar adentro']
Alejandro Amenábar,Lola Dueñas,['Mar adentro']
Alejandro Amenábar,Mabel Rivera,['Mar adentro']
Alejandro Amenábar,Max Minghella,['Agora']
Alejandro Amenábar,Nicole Kidman,['The Others']
Alejandro Amenábar,Oscar Isaac,['Agora']
Alejandro Amenábar,Penélope Cruz,['Abre los ojos']
Alejandro Amenábar,Rachel Weisz,['Agora']
Alejandro Amenábar,Xabier Elorriaga,['Tesis']
Alejandro Brugués,David Slade,['Nightmare Cinema']
Alejandro Brugués,Demián Rugna,['Satanic Hispanics']
Alejandro Brugués,Eduardo Sánchez,['Satanic Hispanics']
Alejandro Brugués,Efren Ramirez,['Satanic Hispanics']
Alejandro Brugués,Faly Rakotohavana,['Nightmare Cinema']
Alejandro Brugués,Gigi Saul Guerrero,['Satanic Hispanics']
Alejandro Brugués,Greg Grunberg,['Satanic Hispanics']
Alejandro Brugués,Joe Dante,['Nightmare Cinema']
Alejandro Brugués,Lombardo Boyar,['Satanic Hispanics']
Alejandro Brugués,Maurice Benard,['Nightmare Cinema']
Alejandro Brugués,Mick Garris,['Nightmare Cinema']
Alejandro Brugués,Mickey Rourke,['Nightmare Cinema']
Alejandro Brugués,Mike Mendez,['Satanic Hispanics']
Alejandro Brugués,Ryûhei Kitamura,['Nightmare Cinema']
Alejandro Brugués,Sarah Elizabeth Withers,['Nightmare Cinema']
Alejandro Brugués,Sonya Eddy,['Satanic Hispanics']
