Director,Actor/Actress,Movies
A.J. Edwards,Chris Galust,['First Love']
A.J. Edwards,Diane Kruger,['First Love']
A.J. Edwards,Hero Fiennes Tiffin,['First Love']
A.J. Edwards,Nikolai Tsankov,['First Love']
A.R. Murugadoss,Aamir Khan,['Ghajini']
A.R. Murugadoss,Aamir Naik,['Ghajini']
A.R. Murugadoss,Asin Thottumkal,['Ghajini']
A.R. Murugadoss,Jiah Khan,['Ghajini']
A.V. Rockwell,Aaron Kingsley Adetola,['A Thousand and One']
A.V. Rockwell,Aven Courtney,['A Thousand and One']
A.V. Rockwell,Josiah Cross,['A Thousand and One']
A.V. Rockwell,Teyana Taylor,['A Thousand and One']
Aamir Khan,Aamir Khan,['Taare Zameen Par']
Aamir Khan,Amole Gupte,['Taare Zameen Par']
Aamir Khan,Darsheel Safary,['Taare Zameen Par']
Aamir Khan,Tisca Chopra,['Taare Zameen Par']
Aamir Khan,Vipin Sharma,['Taare Zameen Par']
Aaron Blaise,Jason Raize,['Brother Bear']
Aaron Blaise,Jeremy Suarez,['Brother Bear']
Aaron Blaise,Joaquin Phoenix,['Brother Bear']
Aaron Blaise,Rick Moranis,['Brother Bear']
Aaron Blaise,Robert Walker,['Brother Bear']
Aaron Burns,Lucas Black,['Birthright Outlaw']
Aaron Burns,Olivia Sanabia,['Birthright Outlaw']
Aaron Burns,Sarah Drew,['Birthright Outlaw']
Aaron Burns,Tom Proctor,['Birthright Outlaw']
Aaron Hann,Aimee McKay,['Circle']
Aaron Hann,Allegra Masters,['Circle']
Aaron Hann,Ashley Key,['Circle']
Aaron Hann,Autumn Federici,['Circle']
Aaron Hann,Mario Miscione,['Circle']
Aaron Harvey,Jean Louisa Kelly,['The Neighbor']
Aaron Harvey,Jessica McNamee,['The Neighbor']
Aaron Harvey,Michael Rosenbaum,['The Neighbor']
Aaron Harvey,William Fichtner,['The Neighbor']
Aaron Horvath,Anya Taylor-Joy,['The Super Mario Bros. Movie']
Aaron Horvath,Charles Martinet,['Untitled Animated Film Based on the World of Super Mario Bros.']
Aaron Horvath,Charlie Day,['The Super Mario Bros. Movie']
Aaron Horvath,Chris Pratt,['The Super Mario Bros. Movie']
Aaron Horvath,Fabien Polack,['The Super Mario Bros. Movie']
Aaron Horvath,Greg Cipes,['Teen Titans Go! To the Movies']
Aaron Horvath,Jack Black,['The Super Mario Bros. Movie']
Aaron Horvath,Jessica DiCicco,['Untitled Animated Film Based on the World of Super Mario Bros.']
Aaron Horvath,Khary Payton,['Teen Titans Go! To the Movies']
Aaron Horvath,Michael Jelenic,"['The Super Mario Bros. Movie', 'Untitled Animated Film Based on the World of Super Mario Bros.']"
Aaron Horvath,Peter Rida Michail,['Teen Titans Go! To the Movies']
Aaron Horvath,Pierre Leduc,['The Super Mario Bros. Movie']
Aaron Horvath,Scott Menville,['Teen Titans Go! To the Movies']
Aaron Horvath,Sebastian Maniscalco,['Untitled Animated Film Based on the World of Super Mario Bros.']
Aaron Horvath,Tara Strong,['Teen Titans Go! To the Movies']
Aaron Nee,Adam Nee,['The Lost City']
Aaron Nee,Channing Tatum,['The Lost City']
Aaron Nee,Da'Vine Joy Randolph,['The Lost City']
Aaron Nee,Daniel Radcliffe,['The Lost City']
Aaron Nee,Sandra Bullock,['The Lost City']
Aaron Norris,Beau Bridges,['Sidekicks']
Aaron Norris,Chuck Norris,['Sidekicks']
Aaron Norris,Jonathan Brandis,['Sidekicks']
Aaron Norris,Mako,['Sidekicks']
Aaron Schimberg,Adam Pearson,['A Different Man']
Aaron Schimberg,Miles G. Jackson,['A Different Man']
Aaron Schimberg,Renate Reinsve,['A Different Man']
Aaron Schimberg,Sebastian Stan,['A Different Man']
Aaron Schneider,Elisabeth Shue,['Greyhound']
Aaron Schneider,Matt Helm,['Greyhound']
Aaron Schneider,Stephen Graham,['Greyhound']
Aaron Schneider,Tom Hanks,['Greyhound']
Aaron Seltzer,Adam Campbell,['Date Movie']
Aaron Seltzer,Alyson Hannigan,['Date Movie']
Aaron Seltzer,Fred Willard,['Date Movie']
Aaron Seltzer,Jason Friedberg,['Date Movie']
Aaron Seltzer,Jennifer Coolidge,['Date Movie']
Aaron Sorkin,Alex Sharp,['The Trial of the Chicago 7']
Aaron Sorkin,Eddie Redmayne,['The Trial of the Chicago 7']
Aaron Sorkin,Idris Elba,"[""Molly's Game""]"
Aaron Sorkin,J.K. Simmons,['Being the Ricardos']
Aaron Sorkin,Javier Bardem,['Being the Ricardos']
Aaron Sorkin,Jeremy Strong,['The Trial of the Chicago 7']
Aaron Sorkin,Jessica Chastain,"[""Molly's Game""]"
Aaron Sorkin,Kevin Costner,"[""Molly's Game""]"
Aaron Sorkin,Michael Cera,"[""Molly's Game""]"
Aaron Sorkin,Nicole Kidman,['Being the Ricardos']
Aaron Sorkin,Nina Arianda,['Being the Ricardos']
Aaron Sorkin,Sacha Baron Cohen,['The Trial of the Chicago 7']
Aban Bharucha Deohans,Maahi Jain,['Silence 2: The Night Owl Bar Shootout']
Aban Bharucha Deohans,Manoj Bajpayee,"['Silence 2: The Night Owl Bar Shootout', 'Silence... Can You Hear It?']"
Aban Bharucha Deohans,Pankaj Anand,['Silence... Can You Hear It?']
Aban Bharucha Deohans,Parul Gulati,['Silence 2: The Night Owl Bar Shootout']
Aban Bharucha Deohans,Prachi Desai,['Silence 2: The Night Owl Bar Shootout']
Aban Bharucha Deohans,Sahil Vaid,['Silence... Can You Hear It?']
Aban Bharucha Deohans,Saurrabh Kushwaha,['Silence... Can You Hear It?']
Aban Bharucha Deohans,Tania Deohans,['Silence... Can You Hear It?']
Abbas Kiarostami,Abdolhosein Bagheri,"[""Ta'm e guilass""]"
Abbas Kiarostami,Abolfazl Ahankhah,['Nema-ye Nazdik']
Abbas Kiarostami,Afshin Khorshid Bakhtiari,"[""Ta'm e guilass""]"
Abbas Kiarostami,Agathe Natanson,['Copie conforme']
Abbas Kiarostami,Homayoun Ershadi,"[""Ta'm e guilass""]"
Abbas Kiarostami,Hossain Sabzian,['Nema-ye Nazdik']
Abbas Kiarostami,Jean-Claude Carrière,['Copie conforme']
Abbas Kiarostami,Juliette Binoche,['Copie conforme']
Abbas Kiarostami,Mehrdad Ahankhah,['Nema-ye Nazdik']
Abbas Kiarostami,Mohsen Makhmalbaf,['Nema-ye Nazdik']
Abbas Kiarostami,Safar Ali Moradi,"[""Ta'm e guilass""]"
Abbas Kiarostami,William Shimell,['Copie conforme']
Abby Kohn,Amy Schumer,['I Feel Pretty']
Abby Kohn,Emily Ratajkowski,['I Feel Pretty']
Abby Kohn,Marc Silverstein,['I Feel Pretty']
Abby Kohn,Michelle Williams,['I Feel Pretty']
Abby Kohn,Tom Hopper,['I Feel Pretty']
Abdellatif Kechiche,Adèle Exarchopoulos,"[""La vie d'Adèle""]"
Abdellatif Kechiche,Aurélien Recoing,"[""La vie d'Adèle""]"
Abdellatif Kechiche,Léa Seydoux,"[""La vie d'Adèle""]"
Abdellatif Kechiche,Salim Kechiouche,"[""La vie d'Adèle""]"
Abe Sylvia,Jeremy Dozier,['Dirty Girl']
Abe Sylvia,Juno Temple,['Dirty Girl']
Abe Sylvia,Milla Jovovich,['Dirty Girl']
Abe Sylvia,Zach Lasry,['Dirty Girl']
Abel Ferrara,Albert Sinkys,['Ms .45']
Abel Ferrara,Annabella Sciorra,['New Rose Hotel']
Abel Ferrara,Asia Argento,"['Padre Pio', 'New Rose Hotel']"
Abel Ferrara,Bogey,['Ms .45']
Abel Ferrara,Brian McElroy,['Bad Lieutenant']
Abel Ferrara,Christopher Walken,"['King of New York', 'New Rose Hotel']"
Abel Ferrara,Cristina Chiriac,['Padre Pio']
Abel Ferrara,Darlene Stuto,['Ms .45']
Abel Ferrara,David Caruso,['King of New York']
Abel Ferrara,Frank Acciarito,['Bad Lieutenant']
Abel Ferrara,Gabrielle Anwar,['Body Snatchers']
Abel Ferrara,Harvey Keitel,['Bad Lieutenant']
Abel Ferrara,Laurence Fishburne,['King of New York']
Abel Ferrara,Marco Leonardi,['Padre Pio']
Abel Ferrara,Meg Tilly,['Body Snatchers']
Abel Ferrara,Peggy Gormley,['Bad Lieutenant']
Abel Ferrara,Reilly Murphy,['Body Snatchers']
Abel Ferrara,Shia LaBeouf,['Padre Pio']
Abel Ferrara,Terry Kinney,['Body Snatchers']
Abel Ferrara,Victor Argo,['King of New York']
Abel Ferrara,Willem Dafoe,['New Rose Hotel']
Abel Ferrara,Zoë Lund,['Ms .45']
Abel Gance,Albert Dieudonné,['Napoléon vu par Abel Gance']
Abel Gance,Alexandre Koubitzky,['Napoléon vu par Abel Gance']
Abel Gance,Edmond Van Daële,['Napoléon vu par Abel Gance']
Abel Gance,Vladimir Roudenko,['Napoléon vu par Abel Gance']
Abhinay Deo,Akshat Verma,['Delhi Belly']
Abhinay Deo,Imran Khan,['Delhi Belly']
Abhinay Deo,Kunaal Roy Kapur,['Delhi Belly']
Abhinay Deo,Shenaz Treasury,['Delhi Belly']
Abhinay Deo,Vir Das,['Delhi Belly']
Abhishek Pathak,Ajay Devgn,['Drishyam 2']
Abhishek Pathak,Akshaye Khanna,['Drishyam 2']
Abhishek Pathak,Shriya Saran,['Drishyam 2']
Abhishek Pathak,Tabu,['Drishyam 2']
Abhishek Varman,Alia Bhatt,['Kalank']
Abhishek Varman,Kiara Advani,['Kalank']
Abhishek Varman,Kriti Sanon,['Kalank']
Abhishek Varman,Sonakshi Sinha,['Kalank']
Abi Damaris Corbin,John Boyega,['892']
Abi Damaris Corbin,Michael Kenneth Williams,['892']
Abi Damaris Corbin,Nicole Beharie,['892']
Abi Damaris Corbin,Selenis Leyva,['892']
Adam Anders,Antonio Banderas,['Journey to Bethlehem']
Adam Anders,Fiona Palomo,['Journey to Bethlehem']
Adam Anders,Joel Smallbone,['Journey to Bethlehem']
Adam Anders,Milo Manheim,['Journey to Bethlehem']
Adam Berg,Dar Salim,['Svart krabba']
Adam Berg,Erik Enge,['Svart krabba']
Adam Berg,Jakob Oftebro,['Svart krabba']
Adam Berg,Noomi Rapace,['Svart krabba']
Adam Bernstein,Charles Rocket,"[""It's Pat: The Movie""]"
Adam Bernstein,David Foley,"[""It's Pat: The Movie""]"
Adam Bernstein,Julia Sweeney,"[""It's Pat: The Movie""]"
Adam Bernstein,Kathy Griffin,"[""It's Pat: The Movie""]"
Adam Brooks,Abigail Breslin,"['Definitely, Maybe']"
Adam Brooks,An Nguyen,"['Definitely, Maybe']"
Adam Brooks,Rachel Weisz,"['Definitely, Maybe']"
Adam Brooks,Ryan Reynolds,"['Definitely, Maybe']"
Adam Cooper,Karen Gillan,['Sleeping Dogs']
Adam Cooper,Marton Csokas,['Sleeping Dogs']
Adam Cooper,Russell Crowe,['Sleeping Dogs']
Adam Cooper,Tommy Flanagan,['Sleeping Dogs']
Adam Deacon,Adam Deacon,['Sumotherhood']
Adam Deacon,Jazzie Zonzolo,['Sumotherhood']
Adam Deacon,Jennifer Saunders,['Sumotherhood']
Adam Deacon,Richie Campbell,['Sumotherhood']
Adam Elliot,Barry Humphries,['Mary and Max.']
Adam Elliot,Eric Bana,['Mary and Max.']
Adam Elliot,Philip Seymour Hoffman,['Mary and Max.']
Adam Elliot,Toni Collette,['Mary and Max.']
Adam Gierasch,Linnea Quigley,['Night of the Demons']
Adam Gierasch,Michael Arata,['Night of the Demons']
Adam Gierasch,Shannon Elizabeth,['Night of the Demons']
Adam Gierasch,Tatyana Kanavka,['Night of the Demons']
Adam Green,Adam Rifkin,"['Chillerama', 'Chillerama']"
Adam Green,Amara Zaragoza,['Hatchet']
Adam Green,Bear McCreary,['Chillerama']
Adam Green,Deon Richmond,['Hatchet']
Adam Green,Ed Ackerman,['Frozen']
Adam Green,Emma Bell,['Frozen']
Adam Green,Joe Lynch,['Chillerama']
Adam Green,Joel David Moore,['Hatchet']
Adam Green,Kane Hodder,['Hatchet']
Adam Green,Kevin Zegers,['Frozen']
Adam Green,Lin Shaye,['Chillerama']
Adam Green,Ray Wise,['Chillerama']
Adam Green,Sarah Mutch,['Chillerama']
Adam Green,Shawn Ashmore,['Frozen']
Adam Green,Tim Sullivan,['Chillerama']
Adam Jay Epstein,Andrew Jacobson,['Extreme Movie']
Adam Jay Epstein,Ashley Schneider,['Extreme Movie']
Adam Jay Epstein,Frankie Muniz,['Extreme Movie']
Adam Jay Epstein,Michael Cera,['Extreme Movie']
Adam Jay Epstein,Patrick J. Adams,['Extreme Movie']
Adam MacDonald,Eric Balfour,['Backcountry']
Adam MacDonald,Jeff Roop,['Backcountry']
Adam MacDonald,Missy Peregrym,['Backcountry']
Adam MacDonald,Nicholas Campbell,['Backcountry']
Adam Marcus,John D. LeMay,['Jason Goes to Hell: The Final Friday']
Adam Marcus,Kane Hodder,['Jason Goes to Hell: The Final Friday']
Adam Marcus,Kari Keegan,['Jason Goes to Hell: The Final Friday']
Adam Marcus,Steven Williams,['Jason Goes to Hell: The Final Friday']
Adam Mason,Bradley Whitford,['Songbird']
Adam Mason,Craig Robinson,['Songbird']
Adam Mason,K.J. Apa,['Songbird']
Adam Mason,Sofia Carson,['Songbird']
Adam McKay,Amy Adams,['Vice']
Adam McKay,Brad Pitt,['The Big Short']
Adam McKay,Cate Blanchett,"[""Don't Look Up""]"
Adam McKay,Christian Bale,"['The Big Short', 'Vice']"
Adam McKay,Christina Applegate,"['Anchorman: The Legend of Ron Burgundy', 'Anchorman 2: The Legend Continues']"
Adam McKay,Derek Jeter,['The Other Guys']
Adam McKay,Eva Mendes,['The Other Guys']
Adam McKay,Gary Cole,['Talladega Nights: The Ballad of Ricky Bobby']
Adam McKay,Jennifer Lawrence,"[""Don't Look Up""]"
Adam McKay,John C. Reilly,"['Step Brothers', 'Talladega Nights: The Ballad of Ricky Bobby']"
Adam McKay,Leonardo DiCaprio,"[""Don't Look Up""]"
Adam McKay,Mark Wahlberg,['The Other Guys']
Adam McKay,Mary Steenburgen,['Step Brothers']
Adam McKay,Meryl Streep,"[""Don't Look Up""]"
Adam McKay,Paul Rudd,"['Anchorman: The Legend of Ron Burgundy', 'Anchorman 2: The Legend Continues']"
Adam McKay,Richard Jenkins,['Step Brothers']
Adam McKay,Ryan Gosling,['The Big Short']
Adam McKay,Sacha Baron Cohen,['Talladega Nights: The Ballad of Ricky Bobby']
Adam McKay,Sam Rockwell,['Vice']
Adam Randall,Debby Ryan,['Night Teeth']
Adam Randall,Helen Hunt,['I See You']
Adam Randall,Jon Tenney,['I See You']
Adam Randall,Jorge Lendeborg Jr.,['Night Teeth']
Adam Randall,Judah Lewis,['I See You']
Adam Randall,Lucy Fry,['Night Teeth']
Adam Randall,Owen Teague,['I See You']
Adam Randall,Raúl Castillo,['Night Teeth']
Adam Rehmeier,Conor Sherry,['Snack Shack']
Adam Rehmeier,Coriander Womack,['The Bunny Game']
Adam Rehmeier,Drettie Page,['The Bunny Game']
Adam Rehmeier,Gabriel LaBelle,['Snack Shack']
Adam Rehmeier,Hannah Marks,['Dinner in America']
Adam Rehmeier,Jeff F. Renfro,['The Bunny Game']
Adam Rehmeier,Jennifer Kincer,['Dinner in America']
Adam Rehmeier,Kyle Gallner,['Dinner in America']
Adam Rehmeier,Mika Abdalla,['Snack Shack']
Adam Rehmeier,Nick Robinson,['Snack Shack']
Adam Rehmeier,Rodleen Getsic,['The Bunny Game']
Adam Rehmeier,Yancey Fuqua,['Dinner in America']
Adam Resnick,Brian Doyle-Murray,['Cabin Boy']
Adam Resnick,Chris Elliott,['Cabin Boy']
Adam Resnick,James Gammon,['Cabin Boy']
Adam Resnick,Ritch Brinkley,['Cabin Boy']
Adam Rifkin,Edward Furlong,['Detroit Rock City']
Adam Rifkin,Giuseppe Andrews,['Detroit Rock City']
Adam Rifkin,James DeBello,['Detroit Rock City']
Adam Rifkin,Melissa Moore,['The Invisible Maniac']
Adam Rifkin,Noel Peters,['The Invisible Maniac']
Adam Rifkin,Sam Huntington,['Detroit Rock City']
Adam Rifkin,Savannah,['The Invisible Maniac']
Adam Rifkin,Stephanie Blake,['The Invisible Maniac']
Adam Robitel,Angus Sampson,['Insidious: The Last Key']
Adam Robitel,Anne Ramsay,['The Taking']
Adam Robitel,Brett Gentile,['The Taking']
Adam Robitel,Deborah Ann Woll,['Escape Room: Tournament of Champions']
Adam Robitel,Jay Ellis,['Escape Room']
Adam Robitel,Jill Larson,['The Taking']
Adam Robitel,Kirk Acevedo,['Insidious: The Last Key']
Adam Robitel,Leigh Whannell,['Insidious: The Last Key']
Adam Robitel,Lin Shaye,['Insidious: The Last Key']
Adam Robitel,Logan Miller,"['Escape Room', 'Escape Room: Tournament of Champions']"
Adam Robitel,Michelle Ang,['The Taking']
Adam Robitel,Taylor Russell,"['Escape Room', 'Escape Room: Tournament of Champions']"
Adam Robitel,Thomas Cocquerel,['Escape Room: Tournament of Champions']
Adam Robitel,Tyler Labine,['Escape Room']
Adam Salky,Freida Pinto,['Intrusion']
Adam Salky,Logan Marshall-Green,['Intrusion']
Adam Salky,Megan Elisabeth Kelly,['Intrusion']
Adam Salky,Robert John Burke,['Intrusion']
Adam Schindler,Jack Kesy,['Shut In']
Adam Schindler,Leticia Jimenez,['Shut In']
Adam Schindler,Rory Culkin,['Shut In']
Adam Schindler,Timothy McKinney,['Shut In']
Adam Shankman,Adam Sandler,['Bedtime Stories']
Adam Shankman,Alec Baldwin,['Rock of Ages']
Adam Shankman,Amy Adams,['Disenchanted']
Adam Shankman,Bonnie Hunt,['Cheaper by the Dozen 2']
Adam Shankman,Brad Garrett,['The Pacifier']
Adam Shankman,Bridgette Wilson-Sampras,['The Wedding Planner']
Adam Shankman,Brittany Snow,['The Pacifier']
Adam Shankman,Courteney Cox,['Bedtime Stories']
Adam Shankman,Daryl Hannah,['A Walk to Remember']
Adam Shankman,Diego Boneta,['Rock of Ages']
Adam Shankman,Eugene Levy,"['Cheaper by the Dozen 2', 'Bringing Down the House']"
Adam Shankman,Gabriella Baldacchino,['Disenchanted']
Adam Shankman,Guy Pearce,['Bedtime Stories']
Adam Shankman,Hilary Duff,['Cheaper by the Dozen 2']
Adam Shankman,Jennifer Lopez,['The Wedding Planner']
Adam Shankman,Joan Plowright,['Bringing Down the House']
Adam Shankman,John Travolta,['Hairspray']
Adam Shankman,Josh Brener,['What Men Want']
Adam Shankman,Julianne Hough,['Rock of Ages']
Adam Shankman,Justin Chambers,['The Wedding Planner']
Adam Shankman,Kellan Lutz,['What Men Want']
Adam Shankman,Keri Russell,['Bedtime Stories']
Adam Shankman,Kristen Ledlow,['What Men Want']
Adam Shankman,Mandy Moore,['A Walk to Remember']
Adam Shankman,Matthew McConaughey,['The Wedding Planner']
Adam Shankman,Max Thieriot,['The Pacifier']
Adam Shankman,Maya Rudolph,['Disenchanted']
Adam Shankman,Michelle Pfeiffer,['Hairspray']
Adam Shankman,Nikki Blonsky,['Hairspray']
Adam Shankman,Patrick Dempsey,['Disenchanted']
Adam Shankman,Peter Coyote,['A Walk to Remember']
Adam Shankman,Queen Latifah,"['Hairspray', 'Bringing Down the House']"
Adam Shankman,Shane West,['A Walk to Remember']
Adam Shankman,Steve Martin,"['Cheaper by the Dozen 2', 'Bringing Down the House']"
Adam Shankman,Taraji P. Henson,['What Men Want']
Adam Shankman,Tom Cruise,['Rock of Ages']
Adam Shankman,Vin Diesel,['The Pacifier']
Adam Wingard,AJ Bowen,"[""You're Next""]"
Adam Wingard,Alexander Skarsgård,['Godzilla vs. Kong']
Adam Wingard,Brandon Scott,['Blair Witch']
Adam Wingard,Brian Tyree Henry,"['Godzilla x Kong: The New Empire', 'Godzilla vs. Kong']"
Adam Wingard,Callie Hernandez,['Blair Witch']
Adam Wingard,Corbin Reid,['Blair Witch']
Adam Wingard,Dan Stevens,"['Godzilla x Kong: The New Empire', 'The Guest']"
Adam Wingard,James Allen McCune,['Blair Witch']
Adam Wingard,Joe Swanberg,"[""You're Next""]"
Adam Wingard,Joel David Moore,['The Guest']
Adam Wingard,Kaylee Hottle,['Godzilla x Kong: The New Empire']
Adam Wingard,LaKeith Stanfield,['Death Note']
Adam Wingard,Maika Monroe,['The Guest']
Adam Wingard,Margaret Qualley,['Death Note']
Adam Wingard,Millie Bobby Brown,['Godzilla vs. Kong']
Adam Wingard,Nat Wolff,['Death Note']
Adam Wingard,Nicholas Tucci,"[""You're Next""]"
Adam Wingard,Rebecca Hall,"['Godzilla x Kong: The New Empire', 'Godzilla vs. Kong']"
Adam Wingard,Sharni Vinson,"[""You're Next""]"
Adam Wingard,Shea Whigham,['Death Note']
Adam Wingard,Sheila Kelley,['The Guest']
Adele Lim,Ashley Park,['Joy Ride']
Adele Lim,Sabrina Wu,['Joy Ride']
Adele Lim,Sherry Cola,['Joy Ride']
Adele Lim,Stephanie Hsu,['Joy Ride']
Adewale Akinnuoye-Agbaje,Adejola Adeyemi,['Farming']
Adewale Akinnuoye-Agbaje,Ademola Adedoyin,['Farming']
Adewale Akinnuoye-Agbaje,Adewale Akinnuoye-Agbaje,['Farming']
Adewale Akinnuoye-Agbaje,Leke Adebayo,['Farming']
Adil El Arbi,Aboubakr Bensaihi,['Rebel']
Adil El Arbi,Alexander Ludwig,"['Bad Boys: Ride or Die', 'Bad Boys for Life']"
Adil El Arbi,Brendan Fraser,['Batgirl']
Adil El Arbi,J.K. Simmons,['Batgirl']
Adil El Arbi,Jacob Scipio,['Batgirl']
Adil El Arbi,Lubna Azabal,['Rebel']
Adil El Arbi,Martin Lawrence,"['Bad Boys: Ride or Die', 'Bad Boys for Life']"
Adil El Arbi,Michael Keaton,['Batgirl']
Adil El Arbi,Tara Abboud,['Rebel']
Adil El Arbi,Vanessa Hudgens,"['Bad Boys: Ride or Die', 'Bad Boys for Life']"
Adil El Arbi,Will Smith,"['Bad Boys: Ride or Die', 'Bad Boys for Life']"
Adil El Arbi,Younes Bouab,['Rebel']
Adina Pintilie,Christian Bayerlein,['Touch Me Not']
Adina Pintilie,Grit Uhlemann,['Touch Me Not']
Adina Pintilie,Laura Benson,['Touch Me Not']
Adina Pintilie,Tómas Lemarquis,['Touch Me Not']
Aditya Chopra,Amrish Puri,['Dilwale Dulhania Le Jayenge']
Aditya Chopra,Farida Jalal,['Dilwale Dulhania Le Jayenge']
Aditya Chopra,Kajol,['Dilwale Dulhania Le Jayenge']
Aditya Chopra,Shah Rukh Khan,['Dilwale Dulhania Le Jayenge']
Aditya Datt,Amy Jackson,['Crakk: Jeetega... Toh Jiyegaa']
Aditya Datt,Arjun Rampal,['Crakk: Jeetega... Toh Jiyegaa']
Aditya Datt,Nora Fatehi,['Crakk: Jeetega... Toh Jiyegaa']
Aditya Datt,Vidyut Jammwal,['Crakk: Jeetega... Toh Jiyegaa']
Aditya Suhas Jambhale,Mohan Agashe,['Article 370']
Aditya Suhas Jambhale,Raj Arjun,['Article 370']
Aditya Suhas Jambhale,Sukhita Aiyar,['Article 370']
Aditya Suhas Jambhale,Yami Gautam,['Article 370']
Adrian Grunberg,Adriana Barraza,['Rambo: Last Blood']
Adrian Grunberg,Bolivar Sanchez,['The Black Demon']
Adrian Grunberg,Carlos Solórzano,['The Black Demon']
Adrian Grunberg,Daniel Giménez Cacho,['Get the Gringo']
Adrian Grunberg,Jesús Ochoa,['Get the Gringo']
Adrian Grunberg,Josh Lucas,['The Black Demon']
Adrian Grunberg,Kevin Balmore,['Get the Gringo']
Adrian Grunberg,Mel Gibson,['Get the Gringo']
Adrian Grunberg,Omar Chaparro,['The Black Demon']
Adrian Grunberg,Paz Vega,['Rambo: Last Blood']
Adrian Grunberg,Sergio Peris-Mencheta,['Rambo: Last Blood']
Adrian Grunberg,Sylvester Stallone,['Rambo: Last Blood']
Adrian Langley,Anne-Carolyne Binette,['Butchers']
Adrian Langley,Julie Mainville,['Butchers']
Adrian Langley,Michael Swatton,['Butchers']
Adrian Langley,Simon Phillips,['Butchers']
Adrian Lyne,Ana de Armas,['Deep Water']
Adrian Lyne,Anne Archer,['Fatal Attraction']
Adrian Lyne,Ben Affleck,['Deep Water']
Adrian Lyne,Danny Aiello,"[""Jacob's Ladder""]"
Adrian Lyne,David Margulies,['Nine 1/2 Weeks']
Adrian Lyne,Demi Moore,['Indecent Proposal']
Adrian Lyne,Diane Lane,['Unfaithful']
Adrian Lyne,Dominique Swain,['Lolita']
Adrian Lyne,Elizabeth Peña,"[""Jacob's Ladder""]"
Adrian Lyne,Ellen Latzen,['Fatal Attraction']
Adrian Lyne,Erik Per Sullivan,['Unfaithful']
Adrian Lyne,Frank Langella,['Lolita']
Adrian Lyne,Glenn Close,['Fatal Attraction']
Adrian Lyne,Grace Jenkins,['Deep Water']
Adrian Lyne,Jennifer Beals,['Flashdance']
Adrian Lyne,Jeremy Irons,['Lolita']
Adrian Lyne,Kim Basinger,['Nine 1/2 Weeks']
Adrian Lyne,Lilia Skala,['Flashdance']
Adrian Lyne,Margaret Whitton,['Nine 1/2 Weeks']
Adrian Lyne,Matt Craven,"[""Jacob's Ladder""]"
Adrian Lyne,Melanie Griffith,['Lolita']
Adrian Lyne,Michael Douglas,['Fatal Attraction']
Adrian Lyne,Michael Nouri,['Flashdance']
Adrian Lyne,Mickey Rourke,['Nine 1/2 Weeks']
Adrian Lyne,Olivier Martinez,['Unfaithful']
Adrian Lyne,Richard Gere,['Unfaithful']
Adrian Lyne,Robert Redford,['Indecent Proposal']
Adrian Lyne,Seymour Cassel,['Indecent Proposal']
Adrian Lyne,Sunny Johnson,['Flashdance']
Adrian Lyne,Tim Robbins,"[""Jacob's Ladder""]"
Adrian Lyne,Tracy Letts,['Deep Water']
Adrian Lyne,Woody Harrelson,['Indecent Proposal']
Adrian Molina,America Ferrera,['Elio']
Adrian Molina,Brad Garrett,['Elio']
Adrian Molina,Jameela Jamil,['Elio']
Adrian Molina,Yonas Kibreab,['Elio']
Adrian Powers,Delta Goodrem,['Love Is in the Air']
Adrian Powers,Joshua Sasse,['Love Is in the Air']
Adrian Powers,Roy Billing,['Love Is in the Air']
Adrian Powers,Steph Tisdell,['Love Is in the Air']
Adrian Tofei,Adrian Tofei,['Be My Cat: A Film for Anne']
Adrian Tofei,Alexandra Stroe,['Be My Cat: A Film for Anne']
Adrian Tofei,Florentina Hariton,['Be My Cat: A Film for Anne']
Adrian Tofei,Sonia Teodoriu,['Be My Cat: A Film for Anne']
Adriana Trigiani,Craig Ferguson,['Then Came You']
Adriana Trigiani,Elizabeth Hurley,['Then Came You']
Adriana Trigiani,Ford Kiernan,['Then Came You']
Adriana Trigiani,Kathie Lee Gifford,['Then Came You']
Adrien Beau,Ariane Labed,['Le Vourdalak']
Adrien Beau,Grégoire Colin,['Le Vourdalak']
Adrien Beau,Kacey Mottet Klein,['Le Vourdalak']
Adrien Beau,Vassili Schneider,['Le Vourdalak']
Adrienne Shelly,Cheryl Hines,['Waitress']
Adrienne Shelly,Jeremy Sisto,['Waitress']
Adrienne Shelly,Keri Russell,['Waitress']
Adrienne Shelly,Nathan Fillion,['Waitress']
Advait Chandan,Aamir Khan,['Laal Singh Chaddha']
Advait Chandan,Ahmad Ibn Umar,['Laal Singh Chaddha']
Advait Chandan,Hafsa Ashraf,['Laal Singh Chaddha']
Advait Chandan,Kareena Kapoor,['Laal Singh Chaddha']
Afonso Poyart,Abbie Cornish,['Solace']
Afonso Poyart,Anthony Hopkins,['Solace']
Afonso Poyart,Colin Farrell,['Solace']
Afonso Poyart,Jeffrey Dean Morgan,['Solace']
Agnieszka Holland,Andrew Knott,['The Secret Garden']
Agnieszka Holland,Behi Djanati Atai,['Zielona granica']
Agnieszka Holland,David Thewlis,['Total Eclipse']
Agnieszka Holland,Dominique Blanc,['Total Eclipse']
Agnieszka Holland,Heydon Prowse,['The Secret Garden']
Agnieszka Holland,Jalal Altawil,['Zielona granica']
Agnieszka Holland,James Norton,['Mr. Jones']
